claim_id,product_id,product_category,product_name,serial_number,purchase_date,purchase_price,warranty_start_date,warranty_duration_days,warranty_expiry_date,fault_occurrence_date,fault_type,fault_description,damage_type,claim_submission_date,product_age_days,has_receipt,has_warranty_card,has_product_image,serial_number_match,repair_count,repair_authorized,previous_replacement,is_duplicate_claim,class_label
CLM-01217,PRD-01217,Furniture,Dining Table,SN-A6F2DC013B,2025-07-09,84.72,2025-07-09,1095,2028-07-08,2026-08-08,Structural Frame Defect,Structural Frame Defect reported by customer.,Electrical Fault,2026-08-13,400,False,True,True,True,1,True,False,False,ManualReview
CLM-00916,PRD-00916,Electronics,Laptop,SN-44ABCE348A,2024-01-21,1939.61,2024-01-21,730,2026-01-20,2024-03-21,Charging Port Issue,Charging Port Issue reported by customer.,Structural Damage,2024-03-25,64,True,True,True,True,1,True,True,False,Invalid
CLM-00661,PRD-00661,Furniture,Sofa,SN-010DE8A21F,2024-07-29,1076.03,2024-07-29,1095,2027-07-29,2028-01-01,Structural Frame Defect,Structural Frame Defect reported by customer.,Wear and Tear,2028-01-04,1254,True,True,True,True,0,True,False,False,Invalid
CLM-01351,PRD-01351,Furniture,Bed Frame,SN-BE134DAB55,2023-03-19,2027.77,2023-03-19,1095,2026-03-18,2026-03-19,Upholstery Tear,Upholstery Tear reported by customer.,Cosmetic Damage,2026-03-20,1097,True,True,True,True,0,True,False,False,ManualReview
CLM-00631,PRD-00631,Furniture,Bookshelf,SN-65C4ED3CB6,2024-03-26,1237.66,2024-03-26,365,2025-03-26,2025-05-28,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Structural Damage,2025-05-30,430,True,True,True,True,0,True,False,False,Invalid
CLM-01034,PRD-01034,Electronics,Laptop,SN-3D27A5501F,2024-01-27,2466.05,2024-01-27,730,2026-01-26,2025-09-01,Screen Malfunction,Screen Malfunction reported by customer.,Electrical Fault,2025-09-05,587,True,True,True,True,1,False,False,False,ManualReview
CLM-01400,PRD-01400,Electronics,Laptop,SN-60B418E9CC,2024-04-06,1792.95,2024-04-06,730,2026-04-06,2024-04-22,Software Fault,Software Fault reported by customer.,Accidental Damage,2024-04-27,21,True,True,True,True,0,True,False,True,ManualReview
CLM-01093,PRD-01093,Appliances,Washing Machine,SN-5E9ED20AAF,2026-06-08,1912.64,2026-06-08,730,2028-06-07,2028-06-06,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Structural Damage,2028-06-07,730,True,True,True,True,0,True,False,False,ManualReview
CLM-00274,PRD-00274,Appliances,Microwave Oven,SN-E1BF2B6B08,2025-11-08,1965.84,2025-11-08,1095,2028-11-07,2028-01-23,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Electrical Fault,2028-01-26,809,True,True,True,True,1,True,False,False,Valid
CLM-00723,PRD-00723,Furniture,Dining Table,SN-F207A607CC,2023-03-08,1857.61,2023-03-08,365,2024-03-07,2024-06-08,Upholstery Tear,Upholstery Tear reported by customer.,Electrical Fault,2024-06-13,463,True,True,True,True,0,True,False,False,Invalid
CLM-00363,PRD-00363,Furniture,Sofa,SN-453750A4C3,2024-07-09,1505.37,2024-07-09,365,2025-07-09,2025-02-17,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Cosmetic Damage,2025-02-19,225,True,True,True,True,1,True,False,False,Valid
CLM-00623,PRD-00623,Electronics,Smartphone,SN-2C2807EE17,2026-04-05,88.48,2026-04-05,365,2027-04-05,2026-05-21,Battery Failure,Battery Failure reported by customer.,Cosmetic Damage,2026-05-23,48,True,True,True,True,1,True,True,False,Invalid
CLM-00003,PRD-00003,Furniture,Bookshelf,SN-3D5A80AF10,2023-11-11,1150.56,2023-11-11,1095,2026-11-10,2026-03-27,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Manufacturing Defect,2026-03-30,870,True,True,True,True,1,True,False,False,Valid
CLM-00007,PRD-00007,Appliances,Microwave Oven,SN-17F16B36A9,2026-03-10,2093.57,2026-03-10,1095,2029-03-09,2027-05-15,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Accidental Damage,2027-05-18,434,True,True,True,True,0,True,False,False,Valid
CLM-00312,PRD-00312,Furniture,Sofa,SN-5FD6B3A76E,2025-02-03,910.41,2025-02-03,365,2026-02-03,2025-09-01,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Cosmetic Damage,2025-09-06,215,True,True,True,True,0,True,False,False,Valid
CLM-01168,PRD-01168,Furniture,Bookshelf,SN-D228FC3A46,2024-03-23,840.86,2024-03-23,1095,2027-03-23,2025-05-29,Structural Frame Defect,Structural Frame Defect reported by customer.,Wear and Tear,2025-06-02,436,True,True,True,True,3,False,False,False,ManualReview
CLM-00939,PRD-00939,Furniture,Bookshelf,SN-5F14289371,2023-03-23,1018.52,2023-03-23,365,2024-03-22,2023-07-14,Misuse Damage,Misuse Damage - not covered under warranty terms.,Accidental Damage,2023-07-18,117,True,True,True,True,1,True,False,False,Invalid
CLM-01478,PRD-01478,Appliances,Air Conditioner,SN-C9BDE83DBB,2023-10-29,292.67,2023-10-29,1095,2026-10-28,2024-08-26,Motor Failure,Motor Failure reported by customer.,Structural Damage,2024-08-28,304,True,True,True,True,1,True,False,True,ManualReview
CLM-00216,PRD-00216,Electronics,Television,SN-8CC24B7925,2024-07-26,2313.82,2024-07-26,365,2025-07-26,2024-11-15,Software Fault,Software Fault reported by customer during normal use.,Cosmetic Damage,2024-11-17,114,True,True,True,True,1,True,False,False,Valid
CLM-01321,PRD-01321,Electronics,Tablet,SN-170209C978,2025-02-27,2482.11,2025-02-27,730,2027-02-27,2027-02-21,Overheating,Overheating reported by customer.,Structural Damage,2027-02-24,727,True,True,True,True,1,True,False,False,ManualReview
CLM-00028,PRD-00028,Electronics,Tablet,SN-2EF4D289A3,2025-06-11,2302.5,2025-06-11,730,2027-06-11,2025-09-04,Overheating,Overheating reported by customer during normal use.,Manufacturing Defect,2025-09-06,87,True,True,True,True,0,True,False,False,Valid
CLM-01466,PRD-01466,Furniture,Sofa,SN-EFF8203E27,2024-01-01,1824.48,2024-01-01,365,2024-12-31,2024-05-03,Joint/Hinge Failure,Performance seems inconsistent,Electrical Fault,2024-05-08,128,True,True,True,True,0,True,False,False,ManualReview
CLM-01025,PRD-01025,Furniture,Bed Frame,SN-9EC82460AF,2024-02-20,315.58,2024-02-20,365,2025-02-19,2024-03-08,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Accidental Damage,2024-03-10,19,True,True,True,True,0,True,False,True,ManualReview
CLM-00786,PRD-00786,Electronics,Smartphone,SN-269D474BDF,2026-07-12,2427.77,2026-07-12,365,2027-07-12,2027-06-12,Battery Failure,Battery Failure reported by customer.,Wear and Tear,2027-06-14,337,True,True,True,True,0,True,True,False,Invalid
CLM-00639,PRD-00639,Appliances,Refrigerator,SN-E255FD561E,2025-09-11,75.92,2025-09-11,1095,2028-09-10,2028-10-01,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Manufacturing Defect,2028-10-06,1121,True,True,True,True,0,True,False,False,Invalid
CLM-00830,PRD-00830,Appliances,Refrigerator,SN-597B942A26,2024-02-19,1407.48,2024-02-19,730,2026-02-18,2025-09-23,Power Surge Damage,Power Surge Damage - not covered under warranty terms.,Wear and Tear,2025-09-27,586,True,True,True,True,0,True,False,False,Invalid
CLM-00827,PRD-00827,Electronics,Tablet,SN-4EF05FBE80,2023-08-23,116.57,2023-08-23,730,2025-08-22,2024-07-18,Screen Malfunction,Screen Malfunction reported by customer.,Accidental Damage,2024-07-20,332,True,True,True,True,0,True,True,False,Invalid
CLM-00625,PRD-00625,Furniture,Bed Frame,SN-537725F54F,2024-08-13,603.07,2024-08-13,1095,2027-08-13,2028-02-15,Material Defect,Material Defect reported by customer.,Structural Damage,2028-02-17,1283,True,True,True,True,1,True,False,False,Invalid
CLM-00850,PRD-00850,Furniture,Sofa,SN-A90C1D6B6E,2024-04-11,2132.33,2024-04-11,365,2025-04-11,2025-02-11,Upholstery Tear,Upholstery Tear reported by customer.,Manufacturing Defect,2025-02-16,311,True,True,True,True,1,True,True,False,Invalid
CLM-00257,PRD-00257,Appliances,Microwave Oven,SN-F0F0DDC379,2024-11-06,243.6,2024-11-06,1095,2027-11-06,2026-03-22,Drainage Issue,Drainage Issue reported by customer during normal use.,Electrical Fault,2026-03-24,503,True,True,True,True,1,True,False,False,Valid
CLM-00026,PRD-00026,Electronics,Headphones,SN-4C6D83A4BB,2023-07-20,978.48,2023-07-20,365,2024-07-19,2023-12-14,Software Fault,Software Fault reported by customer during normal use.,Accidental Damage,2023-12-18,151,True,True,True,True,1,True,False,False,Valid
CLM-00337,PRD-00337,Appliances,Microwave Oven,SN-733A980D85,2023-04-21,1363.02,2023-04-21,1095,2026-04-20,2025-11-26,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Electrical Fault,2025-11-29,953,True,True,True,True,0,True,False,False,Valid
CLM-00573,PRD-00573,Furniture,Bed Frame,SN-435AE6AF31,2023-08-28,2137.72,2023-08-28,1095,2026-08-27,2024-09-29,Accidental Damage,Accidental Damage - not covered under warranty terms.,Electrical Fault,2024-10-01,400,True,True,True,True,1,True,False,False,Invalid
CLM-00048,PRD-00048,Furniture,Bed Frame,SN-59245D5374,2026-01-28,1444.31,2026-01-28,365,2027-01-28,2026-07-04,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Structural Damage,2026-07-07,160,True,True,True,True,1,True,False,False,Valid
CLM-00107,PRD-00107,Furniture,Office Chair,SN-2417675DBB,2024-01-21,1683.76,2024-01-21,1095,2027-01-20,2024-06-21,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Accidental Damage,2024-06-25,156,True,True,True,True,1,True,False,False,Valid
CLM-00350,PRD-00350,Appliances,Microwave Oven,SN-D9590E15E1,2023-08-12,629.55,2023-08-12,730,2025-08-11,2025-04-12,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Cosmetic Damage,2025-04-13,610,True,True,True,True,1,True,False,False,Valid
CLM-00056,PRD-00056,Electronics,Television,SN-29826C18D4,2024-02-24,872.83,2024-02-24,365,2025-02-23,2024-06-22,Battery Failure,Battery Failure reported by customer during normal use.,Wear and Tear,2024-06-26,123,True,True,True,True,0,True,False,False,Valid
CLM-00809,PRD-00809,Electronics,Television,SN-B0620BD754,2025-06-16,320.58,2025-06-16,730,2027-06-16,2026-06-17,Overheating,Overheating reported by customer.,Accidental Damage,2026-06-18,367,True,True,True,False,0,True,False,False,Invalid
CLM-00214,PRD-00214,Appliances,Dishwasher,SN-87C7898736,2023-11-20,2356.64,2023-11-20,1095,2026-11-19,2026-08-19,Compressor Fault,Compressor Fault reported by customer during normal use.,Accidental Damage,2026-08-22,1006,True,True,True,True,1,True,False,False,Valid
CLM-00121,PRD-00121,Furniture,Office Chair,SN-4FB29C0F90,2024-11-09,725.91,2024-11-09,365,2025-11-09,2025-10-17,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Electrical Fault,2025-10-19,344,True,True,True,True,0,True,False,False,Valid
CLM-00870,PRD-00870,Appliances,Refrigerator,SN-D25849A9FC,2025-03-26,1305.04,2025-03-26,730,2027-03-26,2026-06-12,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Electrical Fault,2026-06-16,447,True,True,True,True,1,True,True,False,Invalid
CLM-00856,PRD-00856,Appliances,Refrigerator,SN-AF7A2AF7CA,2026-03-20,2275.83,2026-03-20,730,2028-03-19,2027-07-21,Rust/Corrosion,Rust/Corrosion - not covered under warranty terms.,Accidental Damage,2027-07-25,492,True,True,True,True,0,True,False,False,Invalid
CLM-00073,PRD-00073,Electronics,Tablet,SN-21A885165E,2023-02-08,641.32,2023-02-08,365,2024-02-08,2023-06-12,Overheating,Overheating reported by customer during normal use.,Electrical Fault,2023-06-16,128,True,True,True,True,1,True,False,False,Valid
CLM-01381,PRD-01381,Furniture,Bed Frame,SN-7D32B65B31,2025-02-04,219.99,2025-02-04,365,2026-02-04,2025-11-19,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Structural Damage,2025-11-21,290,True,True,True,True,0,True,False,True,ManualReview
CLM-00721,PRD-00721,Furniture,Bed Frame,SN-19BEB8766C,2026-08-17,1926.63,2026-08-17,1095,2029-08-16,2029-04-17,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Cosmetic Damage,2029-04-22,979,True,True,True,True,1,True,True,False,Invalid
CLM-00046,PRD-00046,Furniture,Dining Table,SN-510DC902B0,2025-01-16,221.44,2025-01-16,1095,2028-01-16,2025-09-30,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Structural Damage,2025-10-03,260,True,True,True,True,1,True,False,False,Valid
CLM-01264,PRD-01264,Electronics,Laptop,SN-C8951D45F7,2025-03-14,650.37,2025-03-14,730,2027-03-14,2026-08-12,Software Fault,Software Fault reported by customer.,Wear and Tear,2026-08-13,517,True,True,True,True,3,False,False,False,ManualReview
CLM-00524,PRD-00524,Appliances,Washing Machine,SN-03AC51BD1C,2026-02-02,1159.28,2026-02-02,1095,2029-02-01,2026-12-14,Motor Failure,Motor Failure reported by customer.,Wear and Tear,2026-12-15,316,True,True,True,False,1,True,False,False,Invalid
CLM-00869,PRD-00869,Appliances,Air Conditioner,SN-84CDDE6CDA,2024-09-21,673.6,2024-09-21,730,2026-09-21,2027-01-08,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Wear and Tear,2027-01-13,844,True,True,True,True,0,True,False,False,Invalid
CLM-01108,PRD-01108,Electronics,Tablet,SN-04070E7374,2023-12-26,1471.79,2023-12-26,730,2025-12-25,2025-07-29,Overheating,Overheating reported by customer.,Wear and Tear,2025-08-01,584,True,True,True,True,1,True,False,True,ManualReview
CLM-01275,PRD-01275,Electronics,Laptop,SN-54F93218C3,2026-01-14,1956.14,2026-01-14,730,2028-01-14,2027-06-09,Charging Port Issue,Charging Port Issue reported by customer.,Cosmetic Damage,2027-06-13,515,True,True,True,True,3,False,False,False,ManualReview
CLM-00803,PRD-00803,Furniture,Office Chair,SN-E4E2B59A87,2025-02-08,406.68,2025-02-08,365,2026-02-08,2026-05-03,Structural Frame Defect,Structural Frame Defect reported by customer.,Cosmetic Damage,2026-05-06,452,True,True,True,True,0,True,False,False,Invalid
CLM-00534,PRD-00534,Appliances,Refrigerator,SN-A4F830CC82,2025-10-03,1981.98,2025-10-03,1095,2028-10-02,2027-11-17,Improper Installation Damage,Improper Installation Damage - not covered under warranty terms.,Electrical Fault,2027-11-20,778,True,True,True,True,1,True,False,False,Invalid
CLM-01138,PRD-01138,Appliances,Washing Machine,SN-13B9B00C27,2024-08-02,1525.92,2024-08-02,1095,2027-08-02,2026-10-26,Drainage Issue,Drainage Issue reported by customer.,Accidental Damage,2026-10-30,819,True,True,True,True,3,False,False,False,ManualReview
CLM-00604,PRD-00604,Electronics,Tablet,SN-7FB9BA2AA4,2022-10-02,1465.02,2022-10-02,730,2024-10-01,2023-04-28,Physical Impact Damage,Physical Impact Damage - not covered under warranty terms.,Cosmetic Damage,2023-04-30,210,True,True,True,True,1,True,False,False,Invalid
CLM-00466,PRD-00466,Furniture,Dining Table,SN-31FE674189,2023-07-09,488.91,2023-07-09,1095,2026-07-08,2025-07-16,Material Defect,Material Defect reported by customer during normal use.,Cosmetic Damage,2025-07-17,739,True,True,True,True,0,True,False,False,Valid
CLM-01203,PRD-01203,Electronics,Smartphone,SN-A5E43C056E,2026-03-12,1419.93,2026-03-12,730,2028-03-11,2026-12-20,Battery Failure,Battery Failure reported by customer.,Accidental Damage,2026-12-23,286,True,False,True,True,0,True,False,False,ManualReview
CLM-01278,PRD-01278,Furniture,Bed Frame,SN-06772F1E95,2022-11-07,2449.47,2022-11-07,365,2023-11-07,2023-10-30,Structural Frame Defect,Structural Frame Defect reported by customer.,Structural Damage,2023-11-02,360,True,True,True,True,1,True,False,False,ManualReview
CLM-01444,PRD-01444,Furniture,Office Chair,SN-8F635F632C,2025-03-23,183.2,2025-03-23,1095,2028-03-22,2028-03-18,Upholstery Tear,Upholstery Tear reported by customer.,Structural Damage,2028-03-19,1092,True,True,True,True,0,True,False,False,ManualReview
CLM-00989,PRD-00989,Furniture,Bookshelf,SN-A4A036DADB,2024-06-25,933.39,2024-06-25,365,2025-06-25,2025-05-25,Upholstery Tear,Upholstery Tear reported by customer.,Cosmetic Damage,2025-05-28,337,True,True,True,False,1,True,False,False,Invalid
CLM-00061,PRD-00061,Furniture,Bookshelf,SN-C461E0A7C3,2024-10-31,1500.14,2024-10-31,365,2025-10-31,2025-01-09,Material Defect,Material Defect reported by customer during normal use.,Manufacturing Defect,2025-01-13,74,True,True,True,True,0,True,False,False,Valid
CLM-00886,PRD-00886,Furniture,Office Chair,SN-B8136BCEFE,2025-03-16,1183.6,2025-03-16,1095,2028-03-15,2028-08-24,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Cosmetic Damage,2028-08-28,1261,True,True,True,True,0,True,False,False,Invalid
CLM-00093,PRD-00093,Electronics,Laptop,SN-B76CD84975,2026-02-12,1903.29,2026-02-12,730,2028-02-12,2026-11-12,Battery Failure,Battery Failure reported by customer during normal use.,Manufacturing Defect,2026-11-17,278,True,True,True,True,1,True,False,False,Valid
CLM-00667,PRD-00667,Furniture,Bed Frame,SN-5EDB2A4012,2025-01-25,405.11,2025-01-25,365,2026-01-25,2025-04-05,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Wear and Tear,2025-04-09,74,True,True,True,True,1,True,True,False,Invalid
CLM-00706,PRD-00706,Furniture,Dining Table,SN-44B4FF8344,2025-10-04,1552.9,2025-10-04,365,2026-10-04,2025-12-05,Structural Frame Defect,Structural Frame Defect reported by customer.,Electrical Fault,2025-12-07,64,True,True,True,True,0,True,True,False,Invalid
CLM-00195,PRD-00195,Furniture,Bed Frame,SN-C9690F52EE,2025-06-01,2228.04,2025-06-01,365,2026-06-01,2026-02-06,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Cosmetic Damage,2026-02-08,252,True,True,True,True,1,True,False,False,Valid
CLM-00281,PRD-00281,Furniture,Bookshelf,SN-6829710BA3,2024-07-23,2494.37,2024-07-23,365,2025-07-23,2025-02-24,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Manufacturing Defect,2025-02-25,217,True,True,True,True,1,True,False,False,Valid
CLM-00696,PRD-00696,Electronics,Television,SN-D410697F17,2025-07-27,2467.26,2025-07-27,730,2027-07-27,2025-08-03,Screen Malfunction,Screen Malfunction reported by customer.,Structural Damage,2025-08-07,11,True,True,True,True,0,True,True,False,Invalid
CLM-00360,PRD-00360,Electronics,Smartphone,SN-4FDD1E49F1,2024-10-15,1123.64,2024-10-15,365,2025-10-15,2025-06-25,Software Fault,Software Fault reported by customer during normal use.,Wear and Tear,2025-06-29,257,True,True,True,True,1,True,False,False,Valid
CLM-00520,PRD-00520,Appliances,Refrigerator,SN-784736CC98,2022-09-07,50.23,2022-09-07,1095,2025-09-06,2022-09-25,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Accidental Damage,2022-09-29,22,True,True,True,False,0,True,False,False,Invalid
CLM-00813,PRD-00813,Electronics,Headphones,SN-71F6C538C6,2025-04-18,576.22,2025-04-18,365,2026-04-18,2026-01-29,Overheating,Overheating reported by customer.,Accidental Damage,2026-02-03,291,True,True,True,True,0,True,True,False,Invalid
CLM-00768,PRD-00768,Electronics,Smartphone,SN-04DD122F2D,2024-01-31,450.71,2024-01-31,730,2026-01-30,2026-02-06,Software Fault,Software Fault reported by customer.,Electrical Fault,2026-02-10,741,True,True,True,True,1,True,False,False,Invalid
CLM-00183,PRD-00183,Furniture,Dining Table,SN-0C270E811C,2024-09-14,961.43,2024-09-14,1095,2027-09-14,2026-10-06,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Structural Damage,2026-10-10,756,True,True,True,True,0,True,False,False,Valid
CLM-01487,PRD-01487,Furniture,Bed Frame,SN-34A1E8A132,2026-01-23,2231.85,2026-01-23,365,2027-01-23,2027-01-21,Upholstery Tear,Upholstery Tear reported by customer.,Cosmetic Damage,2027-01-24,366,True,True,True,True,0,True,False,False,ManualReview
CLM-00111,PRD-00111,Furniture,Dining Table,SN-6D89482821,2026-06-05,1901.16,2026-06-05,1095,2029-06-04,2026-08-26,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Cosmetic Damage,2026-08-29,85,True,True,True,True,0,True,False,False,Valid
CLM-00043,PRD-00043,Furniture,Bookshelf,SN-4F1A4DF6E9,2026-06-08,2453.82,2026-06-08,1095,2029-06-07,2027-11-27,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Manufacturing Defect,2027-11-29,539,True,True,True,True,1,True,False,False,Valid
CLM-01007,PRD-01007,Furniture,Office Chair,SN-D1F27B4810,2022-09-29,2071.07,2022-09-29,365,2023-09-29,2023-09-23,Structural Frame Defect,Structural Frame Defect reported by customer.,Structural Damage,2023-09-24,360,True,True,True,True,0,True,False,False,ManualReview
CLM-00205,PRD-00205,Appliances,Dishwasher,SN-0B91C626EF,2023-06-08,537.69,2023-06-08,1095,2026-06-07,2023-09-12,Motor Failure,Motor Failure reported by customer during normal use.,Structural Damage,2023-09-13,97,True,True,True,True,1,True,False,False,Valid
CLM-00821,PRD-00821,Furniture,Bookshelf,SN-A2CFA8AA64,2024-10-18,620.41,2024-10-18,1095,2027-10-18,2028-04-21,Material Defect,Material Defect reported by customer.,Accidental Damage,2028-04-24,1284,True,True,True,True,1,True,False,False,Invalid
CLM-00053,PRD-00053,Furniture,Bookshelf,SN-7DA205E580,2022-11-27,1415.64,2022-11-27,1095,2025-11-26,2025-07-05,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Electrical Fault,2025-07-10,956,True,True,True,True,0,True,False,False,Valid
CLM-00546,PRD-00546,Furniture,Bookshelf,SN-7B793313A3,2024-08-07,2261.09,2024-08-07,1095,2027-08-07,2026-05-31,Material Defect,Material Defect reported by customer.,Accidental Damage,2026-06-05,667,True,True,True,True,1,True,True,False,Invalid
CLM-01132,PRD-01132,Furniture,Office Chair,SN-C39EB80BB3,2023-12-12,1259.21,2023-12-12,365,2024-12-11,2024-10-13,Material Defect,Material Defect reported by customer.,Accidental Damage,2024-10-18,311,False,True,True,True,0,True,False,False,ManualReview
CLM-01158,PRD-01158,Furniture,Bookshelf,SN-542E1C04D4,2025-08-24,1845.96,2025-08-24,1095,2028-08-23,2027-06-06,Material Defect,Makes strange noise occasionally,Structural Damage,2027-06-09,654,True,True,True,True,0,True,False,False,ManualReview
CLM-01468,PRD-01468,Furniture,Dining Table,SN-FD775B7CD6,2025-06-18,1138.85,2025-06-18,365,2026-06-18,2026-06-12,Material Defect,Material Defect reported by customer.,Electrical Fault,2026-06-15,362,True,True,True,True,0,True,False,False,ManualReview
CLM-00911,PRD-00911,Electronics,Television,SN-3614CA8F89,2024-09-28,461.03,2024-09-28,730,2026-09-28,2026-02-07,Battery Failure,Battery Failure reported by customer.,Electrical Fault,2026-02-08,498,True,True,True,True,1,True,True,False,Invalid
CLM-00184,PRD-00184,Appliances,Microwave Oven,SN-B59A8FB7E0,2023-04-06,113.49,2023-04-06,730,2025-04-05,2024-05-06,Drainage Issue,Drainage Issue reported by customer during normal use.,Electrical Fault,2024-05-11,401,True,True,True,True,0,True,False,False,Valid
CLM-00138,PRD-00138,Appliances,Air Conditioner,SN-8BC237F1E5,2023-07-05,956.63,2023-07-05,1095,2026-07-04,2023-12-29,Drainage Issue,Drainage Issue reported by customer during normal use.,Structural Damage,2023-12-30,178,True,True,True,True,1,True,False,False,Valid
CLM-01150,PRD-01150,Furniture,Sofa,SN-7C06F0ADF6,2026-01-17,1401.05,2026-01-17,1095,2029-01-16,2027-08-07,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Electrical Fault,2027-08-10,570,True,True,True,True,2,False,False,False,ManualReview
CLM-00081,PRD-00081,Furniture,Sofa,SN-E8F5FC25EB,2023-06-18,2037.3,2023-06-18,365,2024-06-17,2023-08-17,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Manufacturing Defect,2023-08-22,65,True,True,True,True,1,True,False,False,Valid
CLM-01213,PRD-01213,Appliances,Microwave Oven,SN-7A6F444643,2026-01-10,718.92,2026-01-10,730,2028-01-10,2026-02-25,Thermostat Malfunction,"Stopped working, not sure why",Cosmetic Damage,2026-02-28,49,True,True,True,True,1,True,False,False,ManualReview
CLM-00106,PRD-00106,Electronics,Tablet,SN-7560F02894,2026-02-06,1723.68,2026-02-06,730,2028-02-06,2026-10-02,Battery Failure,Battery Failure reported by customer during normal use.,Structural Damage,2026-10-06,242,True,True,True,True,1,True,False,False,Valid
CLM-00542,PRD-00542,Appliances,Washing Machine,SN-76ED488E13,2025-10-02,1871.52,2025-10-02,1095,2028-10-01,2028-12-04,Drainage Issue,Drainage Issue reported by customer.,Accidental Damage,2028-12-09,1164,True,True,True,True,1,True,False,False,Invalid
CLM-01314,PRD-01314,Electronics,Tablet,SN-10FF61D3B2,2025-12-24,1820.18,2025-12-24,730,2027-12-24,2026-12-19,Screen Malfunction,Screen Malfunction reported by customer.,Wear and Tear,2026-12-21,362,False,True,True,True,0,True,False,False,ManualReview
CLM-00481,PRD-00481,Electronics,Headphones,SN-02D42CB03A,2024-08-03,1493.17,2024-08-03,730,2026-08-03,2025-04-21,Battery Failure,Battery Failure reported by customer during normal use.,Electrical Fault,2025-04-25,265,True,True,True,True,0,True,False,False,Valid
CLM-00166,PRD-00166,Electronics,Headphones,SN-A6917028BC,2023-12-12,996.11,2023-12-12,730,2025-12-11,2024-01-11,Battery Failure,Battery Failure reported by customer during normal use.,Accidental Damage,2024-01-14,33,True,True,True,True,0,True,False,False,Valid
CLM-00249,PRD-00249,Appliances,Air Conditioner,SN-FFD9818ACD,2026-09-04,1200.25,2026-09-04,730,2028-09-03,2027-07-22,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Wear and Tear,2027-07-26,325,True,True,True,True,1,True,False,False,Valid
CLM-00308,PRD-00308,Appliances,Refrigerator,SN-95B6EF70F5,2024-11-05,1582.73,2024-11-05,730,2026-11-05,2025-02-14,Motor Failure,Motor Failure reported by customer during normal use.,Electrical Fault,2025-02-15,102,True,True,True,True,0,True,False,False,Valid
CLM-00447,PRD-00447,Furniture,Bed Frame,SN-A536BC45CB,2022-11-14,776.26,2022-11-14,1095,2025-11-13,2023-06-01,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Accidental Damage,2023-06-03,201,True,True,True,True,0,True,False,False,Valid
CLM-00747,PRD-00747,Appliances,Air Conditioner,SN-632146814C,2025-12-06,187.02,2025-12-06,1095,2028-12-05,2029-04-20,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Cosmetic Damage,2029-04-24,1235,True,True,True,True,1,True,False,False,Invalid
CLM-00335,PRD-00335,Electronics,Television,SN-C1E70307A4,2024-05-23,2318.8,2024-05-23,730,2026-05-23,2025-04-14,Charging Port Issue,Charging Port Issue reported by customer during normal use.,Cosmetic Damage,2025-04-18,330,True,True,True,True,1,True,False,False,Valid
CLM-00098,PRD-00098,Appliances,Microwave Oven,SN-2898A4E5D4,2023-06-17,1144.04,2023-06-17,1095,2026-06-16,2025-07-29,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Accidental Damage,2025-08-02,777,True,True,True,True,1,True,False,False,Valid
CLM-00760,PRD-00760,Electronics,Smartphone,SN-7DF3809CBD,2024-02-04,626.94,2024-02-04,730,2026-02-03,2026-01-05,Overheating,Overheating reported by customer.,Wear and Tear,2026-01-09,705,True,True,True,False,1,True,False,False,Invalid
